Provincia,Partido,Localidad,Tecnologia,Accesos
BUENOS AIRES,Quilmes,San Francisco Solano,OTROS,30.0
BUENOS AIRES,Quilmes,San Francisco Solano,WIRELESS,114.0
BUENOS AIRES,Quilmes,Villa La Florida,ADSL,2.0
BUENOS AIRES,Quilmes,Villa La Florida,CABLEMODEM,5.346
BUENOS AIRES,Quilmes,Villa La Florida,DIAL UP,5.0
BUENOS AIRES,Quilmes,Villa La Florida,FIBRA OPTICA,6.519
BUENOS AIRES,Quilmes,Villa La Florida,WIRELESS,114.0
BUENOS AIRES,Ramallo,El Paraíso,ADSL,17.0
BUENOS AIRES,Ramallo,El Paraíso,FIBRA OPTICA,63.0
BUENOS AIRES,Ramallo,El Paraíso,WIRELESS,39.0
BUENOS AIRES,Ramallo,Pérez Millán,FIBRA OPTICA,1.0
BUENOS AIRES,Ramallo,Ramallo,ADSL,347.0
BUENOS AIRES,Ramallo,Ramallo,CABLEMODEM,1.312
BUENOS AIRES,Ramallo,Ramallo,FIBRA OPTICA,2.06
BUENOS AIRES,Ramallo,Ramallo,SATELITAL,1.0
BUENOS AIRES,Ramallo,Ramallo,WIRELESS,642.0
BUENOS AIRES,Ramallo,Villa Ramallo,ADSL,506.0
BUENOS AIRES,Ramallo,Villa Ramallo,CABLEMODEM,2.248
BUENOS AIRES,Ramallo,Villa Ramallo,FIBRA OPTICA,226.0
BUENOS AIRES,Ramallo,Villa Ramallo,WIRELESS,139.0
BUENOS AIRES,Rauch,OTROS,WIRELESS,15.0
BUENOS AIRES,Rauch,Rauch,ADSL,896.0
BUENOS AIRES,Rauch,Rauch,DIAL UP,6.0
BUENOS AIRES,Rauch,Rauch,FIBRA OPTICA,514.0
BUENOS AIRES,Rauch,Rauch,SATELITAL,1.0
BUENOS AIRES,Rauch,Rauch,WIRELESS,93.0
BUENOS AIRES,Rivadavia,América,ADSL,565.0
BUENOS AIRES,Rivadavia,América,CABLEMODEM,928.0
BUENOS AIRES,Rivadavia,América,FIBRA OPTICA,1.023
BUENOS AIRES,Rivadavia,América,OTROS,344.0
BUENOS AIRES,Rivadavia,América,SATELITAL,1.0
BUENOS AIRES,Rivadavia,América,WIRELESS,810.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,ADSL,272.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,FIBRA OPTICA,142.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,OTROS,69.0
BUENOS AIRES,Rivadavia,González Moreno,WIRELESS,1.0
BUENOS AIRES,Rivadavia,Sansinena,FIBRA OPTICA,140.0
BUENOS AIRES,Rivadavia,Sansinena,OTROS,62.0
BUENOS AIRES,Rivadavia,Sansinena,WIRELESS,175.0
BUENOS AIRES,Rojas,Las Carabelas,FIBRA OPTICA,195.0
BUENOS AIRES,Rojas,Las Carabelas,SATELITAL,1.0
BUENOS AIRES,Rojas,Las Carabelas,WIRELESS,47.0
BUENOS AIRES,Rojas,Rafael Obligado,WIRELESS,26.0
BUENOS AIRES,Rojas,Rojas,ADSL,522.0
BUENOS AIRES,Rojas,Rojas,CABLEMODEM,3.777
BUENOS AIRES,Rojas,Rojas,DIAL UP,2.0
BUENOS AIRES,Rojas,Rojas,FIBRA OPTICA,1.152
BUENOS AIRES,Rojas,Rojas,WIRELESS,1.479
BUENOS AIRES,Roque Pérez,Carlos Beguerie,FIBRA OPTICA,181.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,WIRELESS,32.0
BUENOS AIRES,Roque Pérez,Roque Pérez,ADSL,157.0
BUENOS AIRES,Roque Pérez,Roque Pérez,CABLEMODEM,560.0
BUENOS AIRES,Roque Pérez,Roque Pérez,DIAL UP,1.0
BUENOS AIRES,Roque Pérez,Roque Pérez,FIBRA OPTICA,1.749
BUENOS AIRES,Roque Pérez,Roque Pérez,WIRELESS,278.0
BUENOS AIRES,Saavedra,Arroyo Corto,FIBRA OPTICA,259.0
BUENOS AIRES,Saavedra,Espartillar,FIBRA OPTICA,314.0
BUENOS AIRES,Saavedra,Espartillar,WIRELESS,79.0
BUENOS AIRES,Saavedra,Goyena,FIBRA OPTICA,44.0
BUENOS AIRES,Saavedra,Pigüé,ADSL,164.0
BUENOS AIRES,Saavedra,Pigüé,DIAL UP,3.0
BUENOS AIRES,Saavedra,Pigüé,FIBRA OPTICA,5.107
BUENOS AIRES,Saavedra,Saavedra,FIBRA OPTICA,9.0
BUENOS AIRES,Saavedra,Saavedra,WIRELESS,23.0
BUENOS AIRES,Saladillo,Alvarez de Toledo,FIBRA OPTICA,40.0
BUENOS AIRES,Saladillo,Cazón,FIBRA OPTICA,45.0
BUENOS AIRES,Saladillo,Del Carril,WIRELESS,2.0
BUENOS AIRES,Saladillo,Saladillo,ADSL,548.0
BUENOS AIRES,Saladillo,Saladillo,CABLEMODEM,4.595
BUENOS AIRES,Saladillo,Saladillo,FIBRA OPTICA,4.325
BUENOS AIRES,Saladillo,Saladillo,OTROS,47.0
BUENOS AIRES,Saladillo,Saladillo,SATELITAL,1.0
BUENOS AIRES,Saladillo,Saladillo,WIRELESS,392.0
BUENOS AIRES,Salliqueló,Quenumá,OTROS,36.0
BUENOS AIRES,Salliqueló,Salliqueló,ADSL,128.0
BUENOS AIRES,Salliqueló,Salliqueló,DIAL UP,3.0
BUENOS AIRES,Salliqueló,Salliqueló,SATELITAL,2.0
BUENOS AIRES,Salto,Arroyo Dulce,ADSL,438.0
BUENOS AIRES,Salto,Arroyo Dulce,FIBRA OPTICA,51.0
BUENOS AIRES,Salto,Arroyo Dulce,WIRELESS,37.0
BUENOS AIRES,Salto,Gahan,ADSL,181.0
BUENOS AIRES,Salto,Gahan,WIMAX,10.0
BUENOS AIRES,Salto,Inés Indart,FIBRA OPTICA,15.0
BUENOS AIRES,Salto,Inés Indart,OTROS,189.0
BUENOS AIRES,Salto,Inés Indart,WIRELESS,41.0
BUENOS AIRES,Salto,La Invencible,WIRELESS,28.0
BUENOS AIRES,Salto,Salto,ADSL,781.0
BUENOS AIRES,Salto,Salto,CABLEMODEM,1.463
BUENOS AIRES,Salto,Salto,FIBRA OPTICA,8.671
BUENOS AIRES,Salto,Salto,WIRELESS,677.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,FIBRA OPTICA,55.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,OTROS,7.0
BUENOS AIRES,San Andrés de Giles,Azcuénaga,WIRELESS,54.0
BUENOS AIRES,San Andrés de Giles,Cucullú,OTROS,218.0
BUENOS AIRES,San Andrés de Giles,Cucullú,WIRELESS,24.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,ADSL,388.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,CABLEMODEM,787.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,DIAL UP,1.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,FIBRA OPTICA,3.725
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,OTROS,486.0
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,SATELITAL,1.0
BUENOS AIRES,San Andrés de Giles,Solís,ADSL,46.0
BUENOS AIRES,San Andrés de Giles,Solís,FIBRA OPTICA,261.0
BUENOS AIRES,San Andrés de Giles,Solís,SATELITAL,1.0
BUENOS AIRES,San Andrés de Giles,Solís,WIRELESS,107.0
BUENOS AIRES,San Andrés de Giles,Villa Espil,WIRELESS,104.0
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,FIBRA OPTICA,140.0
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,WIRELESS,86.0
BUENOS AIRES,San Antonio de Areco,Duggan,FIBRA OPTICA,231.0
BUENOS AIRES,San Antonio de Areco,Duggan,WIRELESS,278.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,ADSL,965.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,CABLEMODEM,2.007
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,DIAL UP,5.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,FIBRA OPTICA,3.273
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,SATELITAL,1.0
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,WIRELESS,2.223
BUENOS AIRES,San Antonio de Areco,Villa Lía,ADSL,165.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,FIBRA OPTICA,362.0
BUENOS AIRES,San Antonio de Areco,Villa Lía,WIRELESS,56.0
BUENOS AIRES,San Cayetano,Balneario San Cayetano,FIBRA OPTICA,135.0
BUENOS AIRES,San Cayetano,Balneario San Cayetano,WIRELESS,1.0
BUENOS AIRES,San Cayetano,Ochandío,WIRELESS,15.0
BUENOS AIRES,San Cayetano,San Cayetano,ADSL,116.0
BUENOS AIRES,San Cayetano,San Cayetano,CABLEMODEM,1.054
BUENOS AIRES,San Cayetano,San Cayetano,FIBRA OPTICA,902.0
BUENOS AIRES,San Cayetano,San Cayetano,WIRELESS,268.0
BUENOS AIRES,San Fernando,San Fernando,ADSL,865.0
BUENOS AIRES,San Fernando,San Fernando,CABLEMODEM,14.853
BUENOS AIRES,San Fernando,San Fernando,DIAL UP,2.0
BUENOS AIRES,San Fernando,San Fernando,FIBRA OPTICA,12.915
BUENOS AIRES,San Fernando,San Fernando,OTROS,13.0
BUENOS AIRES,San Fernando,San Fernando,WIRELESS,109.0
BUENOS AIRES,San Fernando,Victoria,ADSL,513.0
BUENOS AIRES,San Fernando,Victoria,CABLEMODEM,11.811
BUENOS AIRES,San Fernando,Victoria,DIAL UP,2.0
BUENOS AIRES,San Fernando,Victoria,FIBRA OPTICA,5.077
BUENOS AIRES,San Fernando,Victoria,OTROS,5.0
BUENOS AIRES,San Fernando,Victoria,SATELITAL,2.0
BUENOS AIRES,San Fernando,Victoria,WIRELESS,1.0
BUENOS AIRES,San Fernando,Virreyes,ADSL,88.0
BUENOS AIRES,San Fernando,Virreyes,CABLEMODEM,6.363
BUENOS AIRES,San Fernando,Virreyes,FIBRA OPTICA,4.943
BUENOS AIRES,San Fernando,Virreyes,OTROS,1.0
BUENOS AIRES,San Isidro,Acassuso,ADSL,130.0
BUENOS AIRES,San Isidro,Acassuso,CABLEMODEM,4.345
BUENOS AIRES,San Isidro,Acassuso,DIAL UP,1.0
BUENOS AIRES,San Isidro,Acassuso,FIBRA OPTICA,1.537
BUENOS AIRES,San Isidro,Acassuso,OTROS,1.0
BUENOS AIRES,San Isidro,Acassuso,SATELITAL,1.0
BUENOS AIRES,San Isidro,Beccar,ADSL,624.0
BUENOS AIRES,San Isidro,Beccar,CABLEMODEM,14.27
BUENOS AIRES,San Isidro,Beccar,FIBRA OPTICA,2.871
BUENOS AIRES,San Isidro,Beccar,OTROS,4.0
BUENOS AIRES,San Isidro,Beccar,WIRELESS,80.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,ADSL,462.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,CABLEMODEM,16.441
BUENOS AIRES,San Isidro,Boulogne Sur Mer,DIAL UP,4.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,FIBRA OPTICA,7.958
BUENOS AIRES,San Isidro,Boulogne Sur Mer,OTROS,13.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,SATELITAL,1.0
BUENOS AIRES,San Isidro,Boulogne Sur Mer,WIRELESS,3.0
BUENOS AIRES,San Isidro,Martínez,ADSL,728.0
BUENOS AIRES,San Isidro,Martínez,CABLEMODEM,19.534
BUENOS AIRES,San Isidro,Martínez,DIAL UP,50.0
BUENOS AIRES,San Isidro,Martínez,FIBRA OPTICA,10.513
BUENOS AIRES,San Isidro,Martínez,OTROS,13.0
BUENOS AIRES,San Isidro,Martínez,SATELITAL,1.0
BUENOS AIRES,San Isidro,San Isidro,ADSL,437.0
BUENOS AIRES,San Isidro,San Isidro,CABLEMODEM,17.308
BUENOS AIRES,San Isidro,San Isidro,DIAL UP,3.0
BUENOS AIRES,San Isidro,San Isidro,FIBRA OPTICA,6.038
BUENOS AIRES,San Isidro,San Isidro,OTROS,16.0
BUENOS AIRES,San Isidro,San Isidro,SATELITAL,1.0
BUENOS AIRES,San Isidro,San Isidro,WIRELESS,1.0
BUENOS AIRES,San Isidro,Villa Adelina,ADSL,160.0
BUENOS AIRES,San Isidro,Villa Adelina,CABLEMODEM,8.08
BUENOS AIRES,San Isidro,Villa Adelina,FIBRA OPTICA,3.972
BUENOS AIRES,San Isidro,Villa Adelina,OTROS,7.0
BUENOS AIRES,San Miguel,Bella Vista,ADSL,54.0
BUENOS AIRES,San Miguel,Bella Vista,CABLEMODEM,3.72
BUENOS AIRES,San Miguel,Bella Vista,DIAL UP,36.0
BUENOS AIRES,San Miguel,Bella Vista,FIBRA OPTICA,8.59
BUENOS AIRES,San Miguel,Bella Vista,OTROS,10.0
BUENOS AIRES,San Miguel,Bella Vista,SATELITAL,2.0
BUENOS AIRES,San Miguel,Bella Vista,WIRELESS,1.128
BUENOS AIRES,San Miguel,Campo De Mayo,SATELITAL,1.0
BUENOS AIRES,San Miguel,Muñiz,ADSL,52.0
BUENOS AIRES,San Miguel,Muñiz,CABLEMODEM,3.692
BUENOS AIRES,San Miguel,Muñiz,DIAL UP,5.0
BUENOS AIRES,San Miguel,Muñiz,FIBRA OPTICA,1.936
BUENOS AIRES,San Miguel,San Miguel,ADSL,295.0
BUENOS AIRES,San Miguel,San Miguel,CABLEMODEM,81.005
BUENOS AIRES,San Miguel,San Miguel,DIAL UP,60.0
BUENOS AIRES,San Miguel,San Miguel,FIBRA OPTICA,13.43
BUENOS AIRES,San Miguel,San Miguel,OTROS,47.0
BUENOS AIRES,San Miguel,San Miguel,SATELITAL,2.0
BUENOS AIRES,San Miguel,San Miguel,WIRELESS,604.0
BUENOS AIRES,San Nicolás,Conesa,ADSL,670.0
BUENOS AIRES,San Nicolás,Conesa,FIBRA OPTICA,1.402
BUENOS AIRES,San Nicolás,Conesa,SATELITAL,1.0
BUENOS AIRES,San Nicolás,Conesa,WIRELESS,49.0
BUENOS AIRES,San Nicolás,Erézcano,WIRELESS,108.0
BUENOS AIRES,San Nicolás,General Rojo,FIBRA OPTICA,608.0
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,ADSL,4.105
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,CABLEMODEM,14.749
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,DIAL UP,2.0
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,FIBRA OPTICA,19.105
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,SATELITAL,2.0
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,WIRELESS,62.0
BUENOS AIRES,San Pedro,Pueblo Doyle,WIRELESS,8.0
BUENOS AIRES,San Pedro,Río Tala,FIBRA OPTICA,2.0
BUENOS AIRES,San Pedro,Río Tala,OTROS,237.0
BUENOS AIRES,San Pedro,San Pedro,ADSL,1.132
BUENOS AIRES,San Pedro,San Pedro,CABLEMODEM,5.209
BUENOS AIRES,San Pedro,San Pedro,FIBRA OPTICA,10.154
BUENOS AIRES,San Pedro,San Pedro,OTROS,78.0
BUENOS AIRES,San Pedro,San Pedro,SATELITAL,3.0
BUENOS AIRES,San Pedro,San Pedro,WIRELESS,202.0
BUENOS AIRES,San Pedro,Santa Lucía,FIBRA OPTICA,3.0
BUENOS AIRES,San Pedro,Santa Lucía,SATELITAL,2.0
BUENOS AIRES,San Vicente,Alejandro Korn,ADSL,14.0
BUENOS AIRES,San Vicente,Alejandro Korn,CABLEMODEM,3.021
BUENOS AIRES,San Vicente,Alejandro Korn,DIAL UP,4.0
BUENOS AIRES,San Vicente,Alejandro Korn,FIBRA OPTICA,7.017
BUENOS AIRES,San Vicente,Alejandro Korn,OTROS,5.0
BUENOS AIRES,San Vicente,Alejandro Korn,WIRELESS,332.0
BUENOS AIRES,San Vicente,Domselaar,CABLEMODEM,1.253
BUENOS AIRES,San Vicente,Domselaar,WIRELESS,52.0
BUENOS AIRES,San Vicente,San Vicente,ADSL,395.0
BUENOS AIRES,San Vicente,San Vicente,CABLEMODEM,3.453
BUENOS AIRES,San Vicente,San Vicente,DIAL UP,4.0
BUENOS AIRES,San Vicente,San Vicente,FIBRA OPTICA,604.0
BUENOS AIRES,San Vicente,San Vicente,OTROS,1.0
BUENOS AIRES,San Vicente,San Vicente,WIRELESS,395.0
BUENOS AIRES,Suipacha,General Rivas,ADSL,96.0
BUENOS AIRES,Suipacha,General Rivas,WIRELESS,123.0
BUENOS AIRES,Suipacha,Suipacha,ADSL,219.0
BUENOS AIRES,Suipacha,Suipacha,DIAL UP,2.0
BUENOS AIRES,Suipacha,Suipacha,FIBRA OPTICA,3.307
BUENOS AIRES,Suipacha,Suipacha,WIRELESS,506.0
BUENOS AIRES,Tandil,De la Canal,OTROS,5.0
BUENOS AIRES,Tandil,De la Canal,WIRELESS,39.0
BUENOS AIRES,Tandil,Desvío Aguirre,FIBRA OPTICA,12.0
BUENOS AIRES,Tandil,Desvío Aguirre,WIRELESS,1.0
BUENOS AIRES,Tandil,Gardey,FIBRA OPTICA,281.0
BUENOS AIRES,Tandil,Gardey,OTROS,36.0
BUENOS AIRES,Tandil,Gardey,WIRELESS,23.0
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),ADSL,268.0
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),WIRELESS,25.0
BUENOS AIRES,Tandil,Otros,OTROS,45.0
BUENOS AIRES,Tandil,Tandil,ADSL,797.0
BUENOS AIRES,Tandil,Tandil,CABLEMODEM,41.863
BUENOS AIRES,Tandil,Tandil,DIAL UP,184.0
BUENOS AIRES,Tandil,Tandil,FIBRA OPTICA,3.325
BUENOS AIRES,Tandil,Tandil,OTROS,83.0
BUENOS AIRES,Tandil,Tandil,SATELITAL,3.0
BUENOS AIRES,Tandil,Tandil,WIRELESS,1.004
BUENOS AIRES,Tapalqué,Tapalqué,FIBRA OPTICA,1.0
BUENOS AIRES,Tapalqué,Tapalqué,SATELITAL,1.0
BUENOS AIRES,Tigre,Benavídez,ADSL,814.0
BUENOS AIRES,Tigre,Benavídez,CABLEMODEM,8.79
BUENOS AIRES,Tigre,Benavídez,FIBRA OPTICA,11.659
BUENOS AIRES,Tigre,Benavídez,SATELITAL,3.0
BUENOS AIRES,Tigre,Benavídez,WIRELESS,1.605
BUENOS AIRES,Tigre,Dique Luján,ADSL,7.0
BUENOS AIRES,Tigre,Dique Luján,CABLEMODEM,2.535
BUENOS AIRES,Tigre,Dique Luján,FIBRA OPTICA,254.0
BUENOS AIRES,Tigre,Dique Luján,WIRELESS,104.0
BUENOS AIRES,Tigre,Don Torcuato Este,ADSL,356.0
BUENOS AIRES,Tigre,Don Torcuato Este,CABLEMODEM,12.32
BUENOS AIRES,Tigre,Don Torcuato Este,DIAL UP,3.0
BUENOS AIRES,Tigre,Don Torcuato Este,FIBRA OPTICA,13.42
BUENOS AIRES,Tigre,Don Torcuato Este,OTROS,6.0
BUENOS AIRES,Tigre,Don Torcuato Este,WIRELESS,23.0
BUENOS AIRES,Tigre,Don Torcuato Oeste,FIBRA OPTICA,1.0
BUENOS AIRES,Tigre,Don Torcuato Oeste,WIRELESS,186.0
BUENOS AIRES,Tigre,El Talar,ADSL,107.0
BUENOS AIRES,Tigre,El Talar,CABLEMODEM,6.873
BUENOS AIRES,Tigre,El Talar,FIBRA OPTICA,8.95
BUENOS AIRES,Tigre,El Talar,OTROS,2.0
BUENOS AIRES,Tigre,El Talar,WIRELESS,79.0
BUENOS AIRES,Tigre,General Pacheco,ADSL,1.414
BUENOS AIRES,Tigre,General Pacheco,CABLEMODEM,11.181
BUENOS AIRES,Tigre,General Pacheco,DIAL UP,1.0
BUENOS AIRES,Tigre,General Pacheco,FIBRA OPTICA,5.388
BUENOS AIRES,Tigre,General Pacheco,OTROS,7.0
BUENOS AIRES,Tigre,General Pacheco,SATELITAL,2.0
BUENOS AIRES,Tigre,General Pacheco,WIRELESS,10.0
BUENOS AIRES,Tigre,Los Troncos Del Talar,ADSL,145.0
BUENOS AIRES,Tigre,Los Troncos Del Talar,CABLEMODEM,6.118
BUENOS AIRES,Tigre,Los Troncos Del Talar,FIBRA OPTICA,4.04
BUENOS AIRES,Tigre,Los Troncos Del Talar,SATELITAL,1.0
BUENOS AIRES,Tigre,Nordelta,CABLEMODEM,5.581
BUENOS AIRES,Tigre,Nordelta,FIBRA OPTICA,4.019
BUENOS AIRES,Tigre,OTROS,FIBRA OPTICA,2.0
BUENOS AIRES,Tigre,Ricardo Rojas,ADSL,1.055
BUENOS AIRES,Tigre,Ricardo Rojas,CABLEMODEM,3.461
BUENOS AIRES,Tigre,Ricardo Rojas,FIBRA OPTICA,2.691
BUENOS AIRES,Tigre,Ricardo Rojas,OTROS,6.0
BUENOS AIRES,Tigre,Rincón de Milberg,ADSL,635.0
BUENOS AIRES,Tigre,Rincón de Milberg,CABLEMODEM,9.318
BUENOS AIRES,Tigre,Rincón de Milberg,FIBRA OPTICA,2.745
BUENOS AIRES,Tigre,Rincón de Milberg,WIRELESS,45.0
BUENOS AIRES,Tigre,Tigre,ADSL,255.0
BUENOS AIRES,Tigre,Tigre,CABLEMODEM,12.086
BUENOS AIRES,Tigre,Tigre,FIBRA OPTICA,7.043
BUENOS AIRES,Tigre,Tigre,OTROS,6.0
BUENOS AIRES,Tigre,Tigre,SATELITAL,5.0
BUENOS AIRES,Tigre,Tigre,WIRELESS,176.0
BUENOS AIRES,Tordillo,General Conesa,ADSL,35.0
BUENOS AIRES,Tordillo,General Conesa,CABLEMODEM,227.0
BUENOS AIRES,Tordillo,General Conesa,WIRELESS,63.0
BUENOS AIRES,Tordillo,Villa Roch,WIRELESS,11.0
BUENOS AIRES,Tornquist,Saldungaray,ADSL,616.0
BUENOS AIRES,Tornquist,Sierra de la Ventana,CABLEMODEM,486.0
BUENOS AIRES,Tornquist,Sierra de la Ventana,FIBRA OPTICA,727.0
BUENOS AIRES,Tornquist,Tornquist,ADSL,110.0
BUENOS AIRES,Tornquist,Tornquist,CABLEMODEM,966.0
BUENOS AIRES,Tornquist,Tornquist,FIBRA OPTICA,1.461
BUENOS AIRES,Tornquist,Tornquist,SATELITAL,1.0
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,CABLEMODEM,119.0
BUENOS AIRES,Tornquist,Villa Ventana,ADSL,475.0
BUENOS AIRES,Trenque Lauquen,30 de Agosto,CABLEMODEM,184.0
BUENOS AIRES,Trenque Lauquen,30 de Agosto,FIBRA OPTICA,1.396
BUENOS AIRES,Trenque Lauquen,30 de Agosto,OTROS,2.376
BUENOS AIRES,Trenque Lauquen,Berutti,FIBRA OPTICA,282.0
BUENOS AIRES,Trenque Lauquen,Girodias,ADSL,47.0
BUENOS AIRES,Trenque Lauquen,Girodias,WIRELESS,2.0
BUENOS AIRES,Trenque Lauquen,La Carreta,WIRELESS,2.0
BUENOS AIRES,Trenque Lauquen,OTROS,SATELITAL,4.0
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,ADSL,2.369
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,CABLEMODEM,2.0
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,DIAL UP,61.0
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,FIBRA OPTICA,13.79
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,SATELITAL,1.0
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,WIRELESS,1.241
BUENOS AIRES,Trenque Lauquen,Trongé,WIRELESS,2.0
BUENOS AIRES,Tres Arroyos,Claromecó,ADSL,228.0
BUENOS AIRES,Tres Arroyos,Claromecó,FIBRA OPTICA,786.0
BUENOS AIRES,Tres Arroyos,Claromecó,WIRELESS,1.167
BUENOS AIRES,Tres Arroyos,Copetonas,FIBRA OPTICA,1.0
BUENOS AIRES,Tres Arroyos,Copetonas,WIRELESS,89.0
BUENOS AIRES,Tres Arroyos,Lin Calel,WIRELESS,11.0
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),FIBRA OPTICA,1.0
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),WIRELESS,176.0
BUENOS AIRES,Tres Arroyos,Orense,DIAL UP,1.0
BUENOS AIRES,Tres Arroyos,Orense,FIBRA OPTICA,246.0
BUENOS AIRES,Tres Arroyos,Orense,OTROS,407.0
BUENOS AIRES,Tres Arroyos,Orense,WIRELESS,146.0
BUENOS AIRES,Tres Arroyos,Reta,WIRELESS,224.0
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,WIRELESS,158.0
BUENOS AIRES,Tres Arroyos,San Mayol,WIRELESS,18.0
BUENOS AIRES,Tres Arroyos,Tres Arroyos,ADSL,1.077
BUENOS AIRES,Tres Arroyos,Tres Arroyos,CABLEMODEM,13.736
BUENOS AIRES,Tres Arroyos,Tres Arroyos,DIAL UP,57.0
BUENOS AIRES,Tres Arroyos,Tres Arroyos,FIBRA OPTICA,1.663
BUENOS AIRES,Tres Arroyos,Tres Arroyos,OTROS,54.0
BUENOS AIRES,Tres Arroyos,Tres Arroyos,SATELITAL,1.0
BUENOS AIRES,Tres Arroyos,Tres Arroyos,WIRELESS,1.341
BUENOS AIRES,Tres De Febrero,11 De Septiembre,ADSL,6.0
BUENOS AIRES,Tres De Febrero,11 De Septiembre,CABLEMODEM,1.288
BUENOS AIRES,Tres De Febrero,11 De Septiembre,FIBRA OPTICA,4.0
BUENOS AIRES,Tres De Febrero,11 De Septiembre,OTROS,1.0
BUENOS AIRES,Tres De Febrero,Caseros,ADSL,956.0
BUENOS AIRES,Tres De Febrero,Caseros,CABLEMODEM,25.183
BUENOS AIRES,Tres De Febrero,Caseros,DIAL UP,2.0
BUENOS AIRES,Tres De Febrero,Caseros,FIBRA OPTICA,9.583
BUENOS AIRES,Tres De Febrero,Caseros,OTROS,26.0
BUENOS AIRES,Tres De Febrero,Caseros,SATELITAL,1.0
BUENOS AIRES,Tres De Febrero,Caseros,WIRELESS,2.0
BUENOS AIRES,Tres De Febrero,Churruca,ADSL,3.0
BUENOS AIRES,Tres De Febrero,Churruca,CABLEMODEM,937.0
BUENOS AIRES,Tres De Febrero,Churruca,FIBRA OPTICA,1.63
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,ADSL,170.0
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,CABLEMODEM,5.589
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,FIBRA OPTICA,988.0
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,OTROS,2.0
BUENOS AIRES,Tres De Febrero,Ciudadela,ADSL,125.0
BUENOS AIRES,Tres De Febrero,Ciudadela,CABLEMODEM,11.638
BUENOS AIRES,Tres De Febrero,Ciudadela,DIAL UP,66.0
BUENOS AIRES,Tres De Febrero,Ciudadela,FIBRA OPTICA,16.064
BUENOS AIRES,Tres De Febrero,Ciudadela,OTROS,53.0
BUENOS AIRES,Tres De Febrero,Ciudadela,SATELITAL,3.0
BUENOS AIRES,Tres De Febrero,Ciudadela,WIRELESS,4.0
BUENOS AIRES,Tres De Febrero,El Libertador,ADSL,48.0
BUENOS AIRES,Tres De Febrero,El Libertador,CABLEMODEM,3.023
BUENOS AIRES,Tres De Febrero,El Libertador,FIBRA OPTICA,2.0
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,ADSL,11.0
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,CABLEMODEM,2.027
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,FIBRA OPTICA,597.0
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,OTROS,3.0
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,WIRELESS,5.0
