Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
CORDOBA,Unión,Cintra,ADSL,14182100,317 
CORDOBA,Unión,Cintra,FIBRA OPTICA,14182100,20 
CORDOBA,Unión,Cintra,SATELITAL,14182100,1 
CORDOBA,Unión,Cintra,WIRELESS,14182100,114 
CORDOBA,Unión,Colonia Bismarck,CABLEMODEM,14182110,7 
CORDOBA,Unión,Colonia Bismarck,WIRELESS,14182110,15 
CORDOBA,Unión,Idiazabal,FIBRA OPTICA,14182130,461 
CORDOBA,Unión,Idiazabal,SATELITAL,14182130,1 
CORDOBA,Unión,Justiniano Posse,FIBRA OPTICA,14182140,"3,131 "
CORDOBA,Unión,Justiniano Posse,WIRELESS,14182140,1 
CORDOBA,Unión,Laborde,ADSL,14182150,99 
CORDOBA,Unión,Monte Maíz,ADSL,14182170,658 
CORDOBA,Unión,Monte Maíz,CABLEMODEM,14182170,"1,776 "
CORDOBA,Unión,Monte Maíz,FIBRA OPTICA,14182170,339 
CORDOBA,Unión,Morrison,ADSL,14182180,757 
CORDOBA,Unión,Morrison,FIBRA OPTICA,14182180,445 
CORDOBA,Unión,Noetinger,FIBRA OPTICA,14182190,921 
CORDOBA,Unión,Noetinger,Otros,14182190,2 
CORDOBA,Unión,Noetinger,WIRELESS,14182190,218 
CORDOBA,Unión,Ordóñez,ADSL,14182200,229 
CORDOBA,Unión,Ordóñez,FIBRA OPTICA,14182200,668 
CORDOBA,Unión,Pascanas,FIBRA OPTICA,14182210,364 
CORDOBA,Unión,Pascanas,WIRELESS,14182210,35 
CORDOBA,Unión,Pueblo Italiano,CABLEMODEM,14182220,262 
CORDOBA,Unión,Pueblo Italiano,SATELITAL,14182220,1 
CORDOBA,Unión,Ramón J. Cárcano,WIRELESS,14182230,20 
CORDOBA,Unión,San Antonio de Litín,ADSL,14182240,368 
CORDOBA,Unión,San Antonio de Litín,FIBRA OPTICA,14182240,1 
CORDOBA,Unión,San Antonio de Litín,Otros,14182240,6 
CORDOBA,Unión,San Antonio de Litín,WIRELESS,14182240,54 
CORDOBA,Unión,San Marcos,ADSL,14182250,96 
CORDOBA,Unión,San Marcos,FIBRA OPTICA,14182250,3 
CORDOBA,Unión,Viamonte,ADSL,14182270,17 
CORDOBA,Unión,Wenceslao Escalante,ADSL,14182290,17 
CORDOBA,Unión,Wenceslao Escalante,CABLEMODEM,14182290,85 
CORDOBA,Unión,Wenceslao Escalante,SATELITAL,14182290,1 
CORDOBA,Unión,Wenceslao Escalante,WIRELESS,14182290,10 
CORRIENTES,Bella Vista,Bella Vista,ADSL,18007010,468 
CORRIENTES,Bella Vista,Bella Vista,CABLEMODEM,18007010,600 
CORRIENTES,Bella Vista,Bella Vista,FIBRA OPTICA,18007010,1 
CORRIENTES,Bella Vista,Bella Vista,Otros,18007010,100 
CORRIENTES,Bella Vista,Bella Vista,SATELITAL,18007010,2 
CORRIENTES,Bella Vista,Bella Vista,WIRELESS,18007010,600 
CORRIENTES,Berón de Astrada,Berón de Astrada,SATELITAL,18014010,1 
CORRIENTES,Capital,Corrientes,ADSL,18021020,"4,435 "
CORRIENTES,Capital,Corrientes,CABLEMODEM,18021020,"67,719 "
CORRIENTES,Capital,Corrientes,DIAL UP,18021020,3 
CORRIENTES,Capital,Corrientes,FIBRA OPTICA,18021020,"21,859 "
CORRIENTES,Capital,Corrientes,Otros,18021020,7 
CORRIENTES,Capital,Corrientes,SATELITAL,18021020,3 
CORRIENTES,Capital,Corrientes,WIRELESS,18021020,"1,310 "
CORRIENTES,Capital,Laguna Brava,SATELITAL,18021030,1 
CORRIENTES,Capital,Riachuelo,SATELITAL,18021040,1 
CORRIENTES,Capital,Riachuelo,WIRELESS,18021040,171 
CORRIENTES,Capital,San Cayetano,SATELITAL,18021050,1 
CORRIENTES,Concepción,Concepción,FIBRA OPTICA,18028010,2 
CORRIENTES,Concepción,Concepción,WIRELESS,18028010,23 
CORRIENTES,Concepción,Santa Rosa,FIBRA OPTICA,18028020,1 
CORRIENTES,Concepción,Santa Rosa,Otros,18028020,3 
CORRIENTES,Concepción,Santa Rosa,WIRELESS,18028020,20 
CORRIENTES,Concepción,Tabay,SATELITAL,18028030,1 
CORRIENTES,Concepción,Tabay,WIRELESS,18028030,19 
CORRIENTES,Concepción,Tatacua,SATELITAL,18028040,1 
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,SATELITAL,18035010,1 
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,WIRELESS,18035010,14 
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,ADSL,18035020,439 
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,FIBRA OPTICA,18035020,"5,965 "
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,Otros,18035020,"3,030 "
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,SATELITAL,18035020,5 
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,WIRELESS,18035020,548 
CORRIENTES,Curuzú Cuatiá,Perugorría,SATELITAL,18035030,1 
CORRIENTES,Curuzú Cuatiá,Perugorría,WIRELESS,18035030,89 
CORRIENTES,Empedrado,El Sombrero,ADSL,18042010,4 
CORRIENTES,Empedrado,El Sombrero,SATELITAL,18042010,1 
CORRIENTES,Empedrado,El Sombrero,WIRELESS,18042010,2 
CORRIENTES,Empedrado,Empedrado,ADSL,18042020,675 
CORRIENTES,Empedrado,Empedrado,CABLEMODEM,18042020,300 
CORRIENTES,Empedrado,Empedrado,SATELITAL,18042020,2 
CORRIENTES,Empedrado,Empedrado,WIRELESS,18042020,103 
CORRIENTES,Esquina,Esquina,ADSL,18049010,162 
CORRIENTES,Esquina,Esquina,CABLEMODEM,18049010,"1,247 "
CORRIENTES,Esquina,Esquina,FIBRA OPTICA,18049010,"1,315 "
CORRIENTES,Esquina,Esquina,Otros,18049010,"1,500 "
CORRIENTES,Esquina,Esquina,SATELITAL,18049010,1 
CORRIENTES,Esquina,Esquina,WIRELESS,18049010,649 
CORRIENTES,Esquina,Pueblo Libertador,SATELITAL,18049020,1 
CORRIENTES,Esquina,Pueblo Libertador,WIRELESS,18049020,432 
CORRIENTES,General Alvear,Alvear,ADSL,18056010,395 
CORRIENTES,General Alvear,Alvear,SATELITAL,18056010,2 
CORRIENTES,General Paz,Itá Ibaté,ADSL,18063010,78 
CORRIENTES,General Paz,Itá Ibaté,CABLEMODEM,18063010,1 
CORRIENTES,General Paz,Itá Ibaté,SATELITAL,18063010,3 
CORRIENTES,General Paz,Itá Ibaté,WIRELESS,18063010,6 
CORRIENTES,General Paz,Lomas de Vallejos,SATELITAL,18063020,1 
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,CABLEMODEM,18063030,1 
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,FIBRA OPTICA,18063030,3 
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,WIRELESS,18063030,98 
CORRIENTES,General Paz,Palmar Grande,SATELITAL,18063040,1 
CORRIENTES,General Paz,Palmar Grande,WIRELESS,18063040,10 
CORRIENTES,Goya,Colonia Carolina,SATELITAL,18070010,1 
CORRIENTES,Goya,Colonia Carolina,WIRELESS,18070010,2 
CORRIENTES,Goya,Goya,ADSL,18070020,879 
CORRIENTES,Goya,Goya,CABLEMODEM,18070020,"13,235 "
CORRIENTES,Goya,Goya,FIBRA OPTICA,18070020,"6,939 "
CORRIENTES,Goya,Goya,Otros,18070020,1 
CORRIENTES,Goya,Goya,SATELITAL,18070020,4 
CORRIENTES,Goya,Goya,WIRELESS,18070020,7 
CORRIENTES,ItatÍ,Itatí,ADSL,18077010,297 
CORRIENTES,ItatÍ,Itatí,SATELITAL,18077010,1 
CORRIENTES,ItatÍ,Itatí,WIRELESS,18077010,26 
CORRIENTES,ItatÍ,Ramada Paso,WIRELESS,18077020,3 
CORRIENTES,Ituzaingó,Colonia Liebig's,CABLEMODEM,18084010,276 
CORRIENTES,Ituzaingó,Colonia Liebig's,Otros,18084010,NULL
CORRIENTES,Ituzaingó,Colonia Liebig's,SATELITAL,18084010,1 
CORRIENTES,Ituzaingó,Colonia Liebig's,WIRELESS,18084010,32 
CORRIENTES,Ituzaingó,Ituzaingó,ADSL,18084020,"1,212 "
CORRIENTES,Ituzaingó,Ituzaingó,FIBRA OPTICA,18084020,3 
CORRIENTES,Ituzaingó,Ituzaingó,Otros,18084020,1 
CORRIENTES,Ituzaingó,Ituzaingó,SATELITAL,18084020,2 
CORRIENTES,Ituzaingó,Villa Olivari,FIBRA OPTICA,18084050,1 
CORRIENTES,Ituzaingó,Villa Olivari,SATELITAL,18084050,1 
CORRIENTES,Ituzaingó,Villa Olivari,WIRELESS,18084050,16 
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,FIBRA OPTICA,18091020,96 
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,SATELITAL,18091020,1 
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,WIRELESS,18091020,34 
CORRIENTES,Lavalle,Lavalle,SATELITAL,18091030,1 
CORRIENTES,Lavalle,Lavalle,WIRELESS,18091030,1 
CORRIENTES,Lavalle,Santa Lucía,ADSL,18091040,13 
CORRIENTES,Lavalle,Santa Lucía,FIBRA OPTICA,18091040,820 
CORRIENTES,Lavalle,Santa Lucía,SATELITAL,18091040,1 
CORRIENTES,Lavalle,Santa Lucía,WIRELESS,18091040,2 
CORRIENTES,Mburucuyá,Mburucuyá,FIBRA OPTICA,18098010,2 
CORRIENTES,Mburucuyá,Mburucuyá,SATELITAL,18098010,2 
CORRIENTES,Mburucuyá,Mburucuyá,WIRELESS,18098010,49 
CORRIENTES,Mercedes,Felipe Yofré,SATELITAL,18105010,2 
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),SATELITAL,18105020,1 
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),WIRELESS,18105020,1 
CORRIENTES,Mercedes,Mercedes,ADSL,18105030,"1,072 "
CORRIENTES,Mercedes,Mercedes,CABLEMODEM,18105030,"1,797 "
CORRIENTES,Mercedes,Mercedes,FIBRA OPTICA,18105030,712 
CORRIENTES,Mercedes,Mercedes,SATELITAL,18105030,1 
CORRIENTES,Mercedes,Mercedes,WIRELESS,18105030,"2,003 "
CORRIENTES,Monte Caseros,Colonia Libertad,WIRELESS,18112010,170 
CORRIENTES,Monte Caseros,Estación Libertad,WIRELESS,18112020,4 
CORRIENTES,Monte Caseros,Juan Pujol,FIBRA OPTICA,18112030,210 
CORRIENTES,Monte Caseros,Juan Pujol,SATELITAL,18112030,2 
CORRIENTES,Monte Caseros,Juan Pujol,WIRELESS,18112030,228 
CORRIENTES,Monte Caseros,Mocoretá,ADSL,18112040,14 
CORRIENTES,Monte Caseros,Mocoretá,FIBRA OPTICA,18112040,244 
CORRIENTES,Monte Caseros,Mocoretá,SATELITAL,18112040,1 
CORRIENTES,Monte Caseros,Mocoretá,WIRELESS,18112040,49 
CORRIENTES,Monte Caseros,Monte Caseros,ADSL,18112050,"1,023 "
CORRIENTES,Monte Caseros,Monte Caseros,FIBRA OPTICA,18112050,"1,095 "
CORRIENTES,Monte Caseros,Monte Caseros,SATELITAL,18112050,1 
CORRIENTES,Monte Caseros,Monte Caseros,WIRELESS,18112050,"2,561 "
CORRIENTES,Monte Caseros,Parada Acuña,WIRELESS,18112060,10 
CORRIENTES,Monte Caseros,Parada Labougle,Otros,18112070,83 
CORRIENTES,Monte Caseros,Parada Labougle,WIRELESS,18112070,6 
CORRIENTES,Otros,Otros,Otros,Sin Datos,30 
CORRIENTES,Paso de los Libres,Bonpland,WIRELESS,18119010,56 
CORRIENTES,Paso de los Libres,Parada Pucheta,WIRELESS,18119020,37 
CORRIENTES,Paso de los Libres,Paso de los Libres,ADSL,18119030,"1,494 "
CORRIENTES,Paso de los Libres,Paso de los Libres,FIBRA OPTICA,18119030,4 
CORRIENTES,Paso de los Libres,Paso de los Libres,SATELITAL,18119030,2 
CORRIENTES,Paso de los Libres,Paso de los Libres,WIMAX,18119030,59 
CORRIENTES,Paso de los Libres,Paso de los Libres,WIRELESS,18119030,1 
CORRIENTES,Saladas,Saladas,ADSL,18126010,627 
CORRIENTES,Saladas,Saladas,SATELITAL,18126010,2 
CORRIENTES,Saladas,San Lorenzo,FIBRA OPTICA,18126020,75 
CORRIENTES,Saladas,San Lorenzo,Otros,18126020,50 
CORRIENTES,Saladas,San Lorenzo,SATELITAL,18126020,1 
CORRIENTES,Saladas,San Lorenzo,WIRELESS,18126020,18 
CORRIENTES,San Cosme,Paso de la Patria,FIBRA OPTICA,18133020,1 
CORRIENTES,San Cosme,Paso de la Patria,Otros,18133020,130 
CORRIENTES,San Cosme,Paso de la Patria,SATELITAL,18133020,1 
CORRIENTES,San Cosme,Paso de la Patria,WIRELESS,18133020,60 
CORRIENTES,San Cosme,San Cosme,ADSL,18133030,71 
CORRIENTES,San Cosme,San Cosme,Otros,18133030,150 
CORRIENTES,San Cosme,San Cosme,SATELITAL,18133030,1 
CORRIENTES,San Cosme,San Cosme,WIRELESS,18133030,9 
CORRIENTES,San Cosme,Santa Ana,Otros,18133040,88 
CORRIENTES,San Cosme,Santa Ana,WIRELESS,18133040,31 
CORRIENTES,San Luis del Palmar,San Luis del Palmar,SATELITAL,18140010,1 
CORRIENTES,San Martín,La Cruz,ADSL,18147030,223 
CORRIENTES,San Martín,La Cruz,SATELITAL,18147030,1 
CORRIENTES,San Miguel,Loreto,SATELITAL,18154010,1 
CORRIENTES,San Miguel,Loreto,WIRELESS,18154010,36 
CORRIENTES,San Miguel,San Miguel,FIBRA OPTICA,18154020,3 
CORRIENTES,San Miguel,San Miguel,SATELITAL,18154020,1 
CORRIENTES,San Miguel,San Miguel,WIRELESS,18154020,118 
CORRIENTES,San Roque,Chavarría,SATELITAL,18161010,2 
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),SATELITAL,18161040,1 
CORRIENTES,San Roque,San Roque,SATELITAL,18161050,2 
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,ADSL,18168030,574 
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,FIBRA OPTICA,18168030,6 
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,OTROS,18168030,1 
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,SATELITAL,18168030,4 
CORRIENTES,Santo Tomé,José Rafael Gómez,WIRELESS,18168010,33 
CORRIENTES,Santo Tomé,Santo Tomé,ADSL,18168040,694 
CORRIENTES,Santo Tomé,Santo Tomé,FIBRA OPTICA,18168040,435 
CORRIENTES,Santo Tomé,Santo Tomé,SATELITAL,18168040,2 
CORRIENTES,Santo Tomé,Santo Tomé,WIRELESS,18168040,598 
CORRIENTES,Sauce,Sauce,CABLEMODEM,18175010,"1,050 "
CORRIENTES,Sauce,Sauce,Otros,18175010,0 
CORRIENTES,Sauce,Sauce,SATELITAL,18175010,2 
ENTRE RIOS,Colón,Arroyo Barú,FIBRA OPTICA,30008010,80 
ENTRE RIOS,Colón,Arroyo Barú,WIRELESS,30008010,89 
ENTRE RIOS,Colón,Colón,ADSL,30008020,640 
ENTRE RIOS,Colón,Colón,CABLEMODEM,30008020,"4,907 "
ENTRE RIOS,Colón,Colón,FIBRA OPTICA,30008020,"4,294 "
ENTRE RIOS,Colón,Colón,Otros,30008020,160 
ENTRE RIOS,Colón,Colón,SATELITAL,30008020,5 
ENTRE RIOS,Colón,Colón,WIRELESS,30008020,739 
ENTRE RIOS,Colón,Colonia Hugues,WIRELESS,30008030,93 
ENTRE RIOS,Colón,El Brillante,WIRELESS,30008100,43 
ENTRE RIOS,Colón,Hambis,Otros,30008040,29 
ENTRE RIOS,Colón,Hocker,WIRELESS,30008050,15 
ENTRE RIOS,Colón,La Clarita,FIBRA OPTICA,30008060,53 
ENTRE RIOS,Colón,La Clarita,WIRELESS,30008060,34 
ENTRE RIOS,Colón,Pueblo Cazes,Otros,30008070,5 
ENTRE RIOS,Colón,Pueblo Cazes,WIRELESS,30008070,6 
ENTRE RIOS,Colón,Pueblo Liebig's,FIBRA OPTICA,30008080,99 
ENTRE RIOS,Colón,Pueblo Liebig's,WIRELESS,30008080,107 
ENTRE RIOS,Colón,San José,ADSL,30008090,609 
ENTRE RIOS,Colón,San José,Otros,30008090,700 
ENTRE RIOS,Colón,San José,WIRELESS,30008090,622 
ENTRE RIOS,Colón,Ubajay,ADSL,30008100,4 
ENTRE RIOS,Colón,Ubajay,FIBRA OPTICA,30008100,129 
ENTRE RIOS,Colón,Ubajay,WIRELESS,30008100,137 
ENTRE RIOS,Colón,Villa  Elisa,ADSL,30008110,416 
ENTRE RIOS,Colón,Villa  Elisa,CABLEMODEM,30008110,1 
ENTRE RIOS,Colón,Villa  Elisa,DIAL UP,30008110,0 
ENTRE RIOS,Colón,Villa  Elisa,FIBRA OPTICA,30008110,957 
ENTRE RIOS,Colón,Villa  Elisa,WIRELESS,30008110,215 
ENTRE RIOS,Concordia,Clodomiro Ledesma,Otros,30015020,30 
ENTRE RIOS,Concordia,Concordia,ADSL,30015060,"2,314 "
ENTRE RIOS,Concordia,Concordia,CABLEMODEM,30015060,"5,730 "
ENTRE RIOS,Concordia,Concordia,FIBRA OPTICA,30015060,"7,160 "
ENTRE RIOS,Concordia,Concordia,OTROS,30015060,1 
ENTRE RIOS,Concordia,Concordia,SATELITAL,30015060,3 
ENTRE RIOS,Concordia,Concordia,WIRELESS,30015060,627 
ENTRE RIOS,Concordia,La Criolla,FIBRA OPTICA,30015090,6 
ENTRE RIOS,Concordia,La Criolla,WIRELESS,30015090,6 
ENTRE RIOS,Concordia,Los Charrúas,WIRELESS,30015100,44 
ENTRE RIOS,Concordia,Pedernal,Otros,30015130,3 
ENTRE RIOS,Concordia,Pedernal,WIRELESS,30015130,59 
ENTRE RIOS,Diamante,Aldea Brasilera,WIRELESS,30021010,46 
ENTRE RIOS,Diamante,Aldea Protestante,ADSL,30021020,3 
ENTRE RIOS,Diamante,Aldea Protestante,FIBRA OPTICA,30021020,130 
ENTRE RIOS,Diamante,Aldea Protestante,Otros,30021020,153 
ENTRE RIOS,Diamante,Aldea Protestante,WIRELESS,30021020,55 
ENTRE RIOS,Diamante,Aldea Spatzenkutter,WIRELESS,30021050,45 
ENTRE RIOS,Diamante,Aldea Valle María,FIBRA OPTICA,30021060,85 
ENTRE RIOS,Diamante,Aldea Valle María,WIMAX,30021060,224 
ENTRE RIOS,Diamante,Aldea Valle María,WIRELESS,30021060,26 
ENTRE RIOS,Diamante,Colonia Ensayo,WIRELESS,30021070,10 
ENTRE RIOS,Diamante,Diamante,ADSL,30021080,"1,547 "
ENTRE RIOS,Diamante,Diamante,CABLEMODEM,30021080,"1,130 "
ENTRE RIOS,Diamante,Diamante,WIRELESS,30021080,390 
ENTRE RIOS,Diamante,Estación Camps,WIRELESS,30021090,31 
ENTRE RIOS,Diamante,General Alvear,WIRELESS,30021100,17 
ENTRE RIOS,Diamante,General Racedo,WIRELESS,30021110,15 
ENTRE RIOS,Diamante,General Ramírez,ADSL,30021120,409 
ENTRE RIOS,Diamante,General Ramírez,CABLEMODEM,30021120,"2,419 "
ENTRE RIOS,Diamante,General Ramírez,WIRELESS,30021120,92 
ENTRE RIOS,Diamante,OTROS,WIRELESS,Sin Datos,124 
ENTRE RIOS,Diamante,Strobel,CABLEMODEM,30021120,100 
ENTRE RIOS,Diamante,Villa Libertador San Martín,ADSL,30021150,416 
ENTRE RIOS,Diamante,Villa Libertador San Martín,Otros,30021150,1 
ENTRE RIOS,Diamante,Villa Libertador San Martín,WIRELESS,30021150,442 
ENTRE RIOS,Federación,Chajarí,ADSL,30028010,485 
ENTRE RIOS,Federación,Chajarí,CABLEMODEM,30028010,"5,927 "
ENTRE RIOS,Federación,Chajarí,FIBRA OPTICA,30028010,"5,356 "
ENTRE RIOS,Federación,Chajarí,WIRELESS,30028010,100 
ENTRE RIOS,Federación,Colonia Alemana,WIRELESS,30028020,45 
ENTRE RIOS,Federación,Colonia Ensanche Sauce,WIRELESS,30028090,28 
ENTRE RIOS,Federación,Colonia La Argentina,WIRELESS,30028040,46 
ENTRE RIOS,Federación,Colonia Peña,WIRELESS,30028050,23 
ENTRE RIOS,Federación,Colonia Santa María,WIRELESS,30028040,16 
ENTRE RIOS,Federación,Federación,ADSL,30028070,942 
ENTRE RIOS,Federación,Federación,FIBRA OPTICA,30028070,1 
ENTRE RIOS,Federación,Federación,WIRELESS,30028070,41 
ENTRE RIOS,Federación,Los Conquistadores,CABLEMODEM,30028080,131 
ENTRE RIOS,Federación,Los Conquistadores,WIRELESS,30028080,422 
ENTRE RIOS,Federación,San Jaime de la Frontera,CABLEMODEM,30028090,6 
ENTRE RIOS,Federación,San Jaime de la Frontera,WIRELESS,30028090,6 
ENTRE RIOS,Federación,San Pedro,FIBRA OPTICA,30028100,275 
ENTRE RIOS,Federación,San Pedro,WIRELESS,30028100,35 
ENTRE RIOS,Federación,San Ramón,WIRELESS,30028105,47 
ENTRE RIOS,Federación,Santa Ana,CABLEMODEM,30028110,1 
ENTRE RIOS,Federación,Santa Ana,FIBRA OPTICA,30028110,418 
ENTRE RIOS,Federación,Santa Ana,WIRELESS,30028110,16 
ENTRE RIOS,Federación,Villa del Rosario,CABLEMODEM,30028120,4 
ENTRE RIOS,Federación,Villa del Rosario,FIBRA OPTICA,30028120,644 
ENTRE RIOS,Federación,Villa del Rosario,WIRELESS,30028120,100 
ENTRE RIOS,Federal,Conscripto Bernardi,WIRELESS,30035010,113 
ENTRE RIOS,Federal,El Cimarrón,WIRELESS,30035020,38 
ENTRE RIOS,Federal,Federal,ADSL,30035030,333 
ENTRE RIOS,Federal,Federal,FIBRA OPTICA,30035030,1 
ENTRE RIOS,Federal,Federal,Otros,30035030,"1,100 "
ENTRE RIOS,Federal,Federal,WIRELESS,30035030,251 
ENTRE RIOS,Federal,Nueva Vizcaya,WIRELESS,30035040,20 
ENTRE RIOS,Federal,Sauce de Luna,FIBRA OPTICA,30035050,3 
ENTRE RIOS,Federal,Sauce de Luna,SATELITAL,30035050,1 
ENTRE RIOS,Federal,Sauce de Luna,WIRELESS,30035050,565 
ENTRE RIOS,Feliciano,San José de Feliciano,FIBRA OPTICA,30042010,400 
ENTRE RIOS,Feliciano,San José de Feliciano,SATELITAL,30042010,2 
ENTRE RIOS,Feliciano,San José de Feliciano,WIRELESS,30042010,703 
ENTRE RIOS,Feliciano,San Víctor,WIRELESS,30042020,18 
ENTRE RIOS,Gualeguay,General Galarza,ADSL,30049030,2 
ENTRE RIOS,Gualeguay,General Galarza,WIRELESS,30049030,606 
ENTRE RIOS,Gualeguay,Gualeguay,ADSL,30049040,"3,531 "
ENTRE RIOS,Gualeguay,Gualeguay,CABLEMODEM,30049040,"4,256 "
ENTRE RIOS,Gualeguay,Gualeguay,FIBRA OPTICA,30049040,8 
ENTRE RIOS,Gualeguay,Gualeguay,Otros,30049040,753 
ENTRE RIOS,Gualeguay,Gualeguay,SATELITAL,30049040,1 
ENTRE RIOS,Gualeguay,Gualeguay,WIRELESS,30049040,"1,354 "
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,CABLEMODEM,30056010,188 
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,SATELITAL,30056010,1 
ENTRE RIOS,Gualeguaychú,Aldea San Juan,WIRELESS,30056020,19 
ENTRE RIOS,Gualeguaychú,Enrique Carbó,WIRELESS,30056030,27 
ENTRE RIOS,Gualeguaychú,Faustino M. Parera,ADSL,30056040,2 
ENTRE RIOS,Gualeguaychú,Gilbert,CABLEMODEM,30056060,63 
ENTRE RIOS,Gualeguaychú,Gualeguaychú,ADSL,30056070,"3,045 "
ENTRE RIOS,Gualeguaychú,Gualeguaychú,CABLEMODEM,30056070,"13,017 "
ENTRE RIOS,Gualeguaychú,Gualeguaychú,DIAL UP,30056070,1 
ENTRE RIOS,Gualeguaychú,Gualeguaychú,FIBRA OPTICA,30056070,"9,445 "
ENTRE RIOS,Gualeguaychú,Gualeguaychú,Otros,30056070,1 
ENTRE RIOS,Gualeguaychú,Gualeguaychú,WIRELESS,30056070,"2,109 "
ENTRE RIOS,Gualeguaychú,Larroque,ADSL,30056090,161 
ENTRE RIOS,Gualeguaychú,Larroque,FIBRA OPTICA,30056090,386 
ENTRE RIOS,Gualeguaychú,Larroque,WIRELESS,30056090,484 
ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,CABLEMODEM,30056100,"1,291 "
ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,FIBRA OPTICA,30056100,1 
ENTRE RIOS,Gualeguaychú,Urdinarrain,ADSL,30056110,693 
ENTRE RIOS,Gualeguaychú,Urdinarrain,CABLEMODEM,30056110,"1,221 "
ENTRE RIOS,Islas del Ibicuy,Ceibas,WIRELESS,30063020,48 
ENTRE RIOS,Islas del Ibicuy,Ibicuy,CABLEMODEM,30063030,742 
ENTRE RIOS,Islas del Ibicuy,Ibicuy,FIBRA OPTICA,30063030,135 
ENTRE RIOS,Islas del Ibicuy,Ibicuy,WIRELESS,30063030,25 
ENTRE RIOS,Islas del Ibicuy,Médanos,WIRELESS,30063040,38 
ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,CABLEMODEM,30063060,92 
ENTRE RIOS,La Paz,Bovril,FIBRA OPTICA,30070010,988 
ENTRE RIOS,La Paz,Bovril,WIRELESS,30070010,5 
ENTRE RIOS,La Paz,Colonia Avigdor,WIRELESS,30070020,68 
ENTRE RIOS,La Paz,El Solar,WIRELESS,30070030,22 
ENTRE RIOS,La Paz,La Paz,ADSL,30070040,759 
ENTRE RIOS,La Paz,La Paz,CABLEMODEM,30070040,"2,304 "
ENTRE RIOS,La Paz,La Paz,FIBRA OPTICA,30070040,"3,358 "
ENTRE RIOS,La Paz,La Paz,WIRELESS,30070040,799 
ENTRE RIOS,La Paz,Piedras Blancas,CABLEMODEM,30070050,78 
ENTRE RIOS,La Paz,Piedras Blancas,FIBRA OPTICA,30070050,1 
ENTRE RIOS,La Paz,Piedras Blancas,WIRELESS,30070050,4 
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),FIBRA OPTICA,30070005,207 
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),SATELITAL,30070005,1 
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),WIRELESS,30070005,145 
ENTRE RIOS,La Paz,San Gustavo,FIBRA OPTICA,30070070,32 
ENTRE RIOS,La Paz,San Gustavo,WIRELESS,30070070,189 
ENTRE RIOS,La Paz,Santa Elena,ADSL,30070080,"1,060 "
ENTRE RIOS,La Paz,Santa Elena,CABLEMODEM,30070080,266 
ENTRE RIOS,La Paz,Santa Elena,WIRELESS,30070080,437 
ENTRE RIOS,Nogoyá,Aranguren,CABLEMODEM,30077010,322 
ENTRE RIOS,Nogoyá,Aranguren,SATELITAL,30077010,1 
ENTRE RIOS,Nogoyá,Aranguren,WIRELESS,30077010,93 
ENTRE RIOS,Nogoyá,Betbeder,WIRELESS,30077020,20 
ENTRE RIOS,Nogoyá,Don Cristóbal,WIRELESS,30077030,71 
ENTRE RIOS,Nogoyá,Febré,WIRELESS,30077040,4 
ENTRE RIOS,Nogoyá,Hernández,ADSL,30077050,94 
ENTRE RIOS,Nogoyá,Hernández,SATELITAL,30077050,1 
ENTRE RIOS,Nogoyá,Hernández,WIRELESS,30077050,125 
ENTRE RIOS,Nogoyá,Lucas González,ADSL,30077060,300 
ENTRE RIOS,Nogoyá,Lucas González,Otros,30077060,1 
ENTRE RIOS,Nogoyá,Lucas González,WIRELESS,30077060,197 
ENTRE RIOS,Nogoyá,Nogoyá,ADSL,30077070,661 
